located Name,Wattage,Price,Efficiency,Matched Tier Model,Tier,Matched Tier Model Info,Similarity,Image URL,modularity,Product URL,size,color,atxver
be quiet! Power Zone 2,750,96.33,80+ Platinum,be quiet power zone 2,B+,First be quiet! PSU with semi-passive operation.,119.55,https://cdna.pcpartpicker.com/static/forever/images/product/d04914d2e55a2b07e07ab7e5ddb1c6e9.256p.jpg,Full,,ATX,Black,ATX 3.x
NZXT C850 Core,850,96.89,80+ Gold,nzxt c series gold core atx 3 1 2025,A,Excellent noise profile.,108.1608695652174,https://m.media-amazon.com/images/I/4151uu3pCpL.jpg,Full,,ATX,Black,ATX 3.x
SeaSonic G12 GM,850,96.91,80+ Gold,seasonic g12 gm,C+,Semi-modular version of the G12 GC (Global),127.25,https://cdna.pcpartpicker.com/static/forever/images/product/66e52991710e85ea1f35dc93699d2909.256p.jpg,Semi,,ATX,Black / Blue,ATX 2.x
KOLINK Regulator,750,97.0,80+ Gold,kolink regulator,B+*,Platform is well reviewed but nothing regarding electrical performance or protections data are out.,128.3,https://cdna.pcpartpicker.com/static/forever/images/product/9e00ad0574339fc79a56f7b891f2ad3b.256p.jpg,Full,,ATX,Black,ATX 3.x
Gigabyte UD850GM PG5 (rev. 2.0),850,97.19,80+ Gold,gigabyte  ud gm,B+,"Updated version of the P-GM. Decent overall performance, but component quality leaves a bit to be desired (especially the fan.)",94.17058823529412,https://cdna.pcpartpicker.com/static/forever/images/product/5fcee95f3b93aa8bd881c7aae7bc4e0a.256p.jpg,Full,,ATX,Black,ATX 2.x
Gigabyte UD-GM PG5,850,97.19,80+ Gold,gigabyte  ud gm pg5 v2,C+,"Various issues including low PF, poor excursion response, and terrible vampire power suppression. OCP is set sky-high on the minor rails.",129.05,https://cdna.pcpartpicker.com/static/forever/images/product/1674759e199db1803e81b6e1159552c4.256p.jpg,Full,,ATX,Black,ATX 3.x
Montech CENTURY II,850,97.88,80+ Gold,montech century ii gold atx 3 1,A-,"OCP is set high on 3.3V and 5VSB, 5VSB voltage regulation >3% at 4.87%, mediocre excursion response in the 200% test. High inrush current.",129.9,https://m.media-amazon.com/images/I/41ehLaPDbXL.jpg,Full,,ATX,Black,ATX 3.x
Asus TUF Gaming 750G,750,97.89,80+ Gold,asus tuf gold,B,12VHPWR to dual PCIE cable as well as a native 12VHPWR cable.,127.9,https://cdna.pcpartpicker.com/static/forever/images/product/45c889b358290996d7737156b64146c0.256p.jpg,Full,,ATX,Black,ATX 3.x
Silverstone DA850R-GMA,850,97.89,80+ Gold,silverstone decathlon da r gma,B+,Metallic colored Silverstone logo in the center of the fan grille. 3 year warranty.,110.08108108108108,https://cdna.pcpartpicker.com/static/forever/images/product/6f4e7cd68f6241e17b055a37734ab448.256p.jpg,Full,,ATX,White,ATX 3.x
LC-Power LC850P V3.0,850,97.95,80+ Platinum,No Match,N/A,No Match Info,0,https://m.media-amazon.com/images/I/21bEo6tY9NL.jpg,Full,,ATX,Black,N/A
Chieftec Polaris,550,98.85,80+ Gold,chieftec chieftronic polaris pps fc,B-,"Both EPS connectors share a cable, poor regulation and transient response on minor rails; only a 2 year warranty.",117.25,https://m.media-amazon.com/images/I/41eEOJfqlbL.jpg,Full,,ATX,Black,ATX 2.x
SHARKOON SilentStorm Cool Zero 650,650,99.35,80+ Gold,sharkoon silentstorm cool zero,B,,128.0,https://cdna.pcpartpicker.com/static/forever/images/product/24e1863d77642a93933b960607620266.256p.jpg,Full,,ATX,Black,ATX 2.x
Gigabyte UD850GM PG5 V2,850,99.61,80+ Gold,gigabyte  ud gm pg5 v2,C+,"Various issues including low PF, poor excursion response, and terrible vampire power suppression. OCP is set sky-high on the minor rails.",112.38333333333333,https://cdna.pcpartpicker.com/static/forever/images/product/f2240d866b72a7bc60fa62784e25688b.256p.jpg,Full,,ATX,White,ATX 3.x
Enermax REVOLUTION III,1000,99.89,80+ Gold,enermax revolution iii s,A*,Not the exact same as the base Revolution III. Testing and internal shots exist but platform code is obstructed.,129.7,https://m.media-amazon.com/images/I/31PwMRhxbIL.jpg,Full,,ATX,Black / Gold,ATX 3.x
SeaSonic Focus GX V4 ATX 3 (2024),750,99.9,80+ Gold,seasonic focus gx v4 atx 3 1,A-,"Black model has white line accents, compared to V3. Stupidly high inrush current, mediocre transient response, minor rails' OCP need tuning.",149.4,https://cdna.pcpartpicker.com/static/forever/images/product/5595266ca881fcc6e5296037a601f47d.256p.jpg,Full,,ATX,Black,ATX 3.x
Phanteks AMP GH,750,99.9,80+ Gold,phanteks amp gh gold,B,,128.75,https://cdna.pcpartpicker.com/static/forever/images/product/f9c9719417368c3b38df8587d03cfa12.256p.jpg,Full,,ATX,Black,ATX 3.x
Phanteks AMP GH,750,99.9,80+ Gold,phanteks amp gh gold,B,,128.75,https://cdna.pcpartpicker.com/static/forever/images/product/f25fd77acb728eb472d0546c627c4c54.256p.jpg,Full,,ATX,White,ATX 3.x
be quiet! System Power 10,750,99.9,80+ Bronze,be quiet system power 10 u,E,"Looks exactly the same as the regular System Power 10 internally. Unless later testing proves the above issues are not present, detier to E.",118.8,https://cdna.pcpartpicker.com/static/forever/images/product/62626498104ab694ca38b6996eb58acb.256p.jpg,No,,ATX,Black,ATX 2.x
Thermaltake Toughpower PF3,850,99.9,80+ Platinum,thermaltake toughpower pf3,A-,"Questionable fan quality, two EPS connectors on the same cable. Otherwise qualifies for A tier based on performance.",128.8,https://cdna.pcpartpicker.com/static/forever/images/product/afbc60e75c3880a5e5ecfff53789b8b7.256p.jpg,Full,,ATX,Black,ATX 3.x
Asus Prime AP-850G,850,99.99,80+ Gold,asus prime gold,B+,,128.5,https://cdna.pcpartpicker.com/static/forever/images/product/78e68f418ed5b6051e6e7204102d7094.256p.jpg,Full,,ATX,White / Black,ATX 3.x
FSP Group VITA-GM,850,99.99,80+ Gold,fsp fortron sparkle vita gm,B+,"Strong electrical performance (A tier), but with less expensive components and a rifle bearing fan.",97.92142857142856,https://cdna.pcpartpicker.com/static/forever/images/product/d29304b577cb0ddc88b358a2803d1751.256p.jpg,Full,,ATX,Black,ATX 3.x
Xilence XP850MR9.2,850,100.8,80+ Gold,xilence gaming gold,C*,"Claims meeting 80+ Gold requirements, not certified.",24.36666666666666,https://m.media-amazon.com/images/I/51F0Q2lPHEL.jpg,Semi,,ATX,Black / Red,ATX 2.x
Inter-Tech Coba Nitrox Nobility,700,100.9,80+ Silver,No Match,N/A,No Match Info,0,https://m.media-amazon.com/images/I/51YirmPlVCL.jpg,Semi,,ATX,Black / Orange,N/A
Thermaltake Toughpower PF1 - TT Premium Edition,650,101.19,80+ Platinum,thermaltake toughpower pf1 premium,B+,No MOV,127.7,https://cdna.pcpartpicker.com/static/forever/images/product/ee0162b23d8e12000c523242cd780fd2.256p.jpg,Full,,ATX,,ATX 2.x
Corsair RM750e (2025),750,101.88,,No Match,N/A,No Match Info,0,https://cdna.pcpartpicker.com/static/forever/images/product/3b9e84b0c082af2c8d1beed2698c3a69.256p.jpg,Full,,ATX,White,N/A
be quiet! Pure Power 13 M,850,101.9,80+ Gold,be quiet pure power 13 m,A,Excellent noise profile.,119.7,https://m.media-amazon.com/images/I/51NcpqwxV1L.jpg,Full,,ATX,Black,ATX 3.x
Gigabyte AORUS ELITE P850,850,101.9,80+ Platinum,gigabyte aorus elite ae pm pg5 ice,A-,The OCP triggering point on the 5VSB rail allows for extremely excessive ripple; 5V rail hot triggering point allows for a voltage drop out of spec.,108.58888888888889,https://cdna.pcpartpicker.com/static/forever/images/product/535d7ddd9d2385c52ef622aa25182004.256p.jpg,Full,,ATX,Black,ATX 3.x
RAIJINTEK CRATOS,1000,101.9,80+ Gold,raijintek cratos,A,,128.3,https://cdna.pcpartpicker.com/static/forever/images/product/85b6773729f049607fc187d45361de4c.256p.jpg,Full,,ATX,Black,ATX 3.x
Antec CSK,750,101.97,80+ Bronze,antec atom cuprum strike csk h bronze,E,,117.85,https://cdna.pcpartpicker.com/static/forever/images/product/212d4988bf00a133481f4d2c997624f3.256p.jpg,Semi,,ATX,Black / Yellow,ATX 2.x
Enermax Revolution D.F. 12,850,102.28,80+ Gold,enermax revolution d f 12,A-,122mm depth (extremely compact.),129.25,https://cdna.pcpartpicker.com/static/forever/images/product/1b5074d34d4f3709336b9ca0e8b65ddf.256p.jpg,Full,,ATX,Black,ATX 3.x
MSI MAG A850GLS PCIE5,850,103.25,80+ Gold,msi mag a gls pcie5,A-,Extremely quiet operation; however OCP is set high on the minor rails.,109.45,https://cdna.pcpartpicker.com/static/forever/images/product/fa347a07533a6c595dababca139e5a62.256p.jpg,Full,,ATX,Black,ATX 3.x
Chieftec Polaris,650,103.26,80+ Gold,chieftec chieftronic polaris pps fc,B-,"Both EPS connectors share a cable, poor regulation and transient response on minor rails; only a 2 year warranty.",117.25,https://m.media-amazon.com/images/I/41VMHjYnjKL.jpg,Full,,ATX,Black,ATX 2.x
Deepcool PN850M,850,103.91,80+ Gold,deepcool gamerstorm pq m v2,A-,"Very high inrush current, poorly tuned protections on the minor rails; otherwise decent electrical performance.",89.41521739130434,https://cdna.pcpartpicker.com/static/forever/images/product/ad777eac9eb84ed2bad84c8a824ce892.256p.jpg,Full,,ATX,Black,ATX 3.x
SeaSonic G12 GC,850,104.16,80+ Gold,seasonic g12 gc china only,B-,Internal shots confirm a costdown Core GC/Focus,128.8,https://cdna.pcpartpicker.com/static/forever/images/product/e975ec51715848bfcc6cb9def3a23e91.256p.jpg,No,,ATX,Black / Blue,ATX 2.x
Cooler Master XG750 Plus,750,104.19,80+ Platinum,cooler master xg plus platinum,A+,"Built-in screen, ARGB fan, and digital fan control and monitoring via MasterPlus software.",103.71428571428571,https://m.media-amazon.com/images/I/51HR6hLHoVL.jpg,Full,,ATX,Black,ATX 2.x
SeaSonic G12 GC,750,104.65,80+ Gold,seasonic g12 gc china only,B-,Internal shots confirm a costdown Core GC/Focus,128.8,https://m.media-amazon.com/images/I/51D1NiQ6ZGS.jpg,No,,ATX,Black / Blue,ATX 2.x
Corsair RM850e (2025),850,104.9,,No Match,N/A,No Match Info,0,https://cdna.pcpartpicker.com/static/forever/images/product/3fa3c80c1defc487364f6bdaf2670b1e.256p.jpg,Full,,ATX,Black,N/A
SeaSonic CORE GX ATX 3 (2024),850,104.9,80+ Gold,seasonic core gx atx 3 0,B-,"Good electrical performance and decent component quality, however OCP on the minor rails is set way too high, particularly on 5VSB (over 200%)",149.2,https://cdna.pcpartpicker.com/static/forever/images/product/2a8c5efeb85017829c46d8fe18d71ca6.256p.jpg,Full,,ATX,Black,ATX 3.x
ADATA XPG Core Reactor II,850,104.9,80+ Gold,adata xpg core reactor ii,A+,ATX 3.0 refresh,128.75,https://cdna.pcpartpicker.com/static/forever/images/product/c47f1c0603362227e6188fda6f81c067.256p.jpg,Full,,ATX,Black,ATX 3.x
LC-Power LC6 V2.31,650,105.21,80+ Gold,No Match,N/A,No Match Info,0,https://cdna.pcpartpicker.com/static/forever/images/product/4c69ee0da1a6a5ee02d2b072d7f06251.256p.jpg,Full,,ATX,Black / Gray,N/A
Gigabyte UD-GM PG5,850,105.64,80+ Gold,gigabyte  ud gm pg5 v2,C+,"Various issues including low PF, poor excursion response, and terrible vampire power suppression. OCP is set sky-high on the minor rails.",129.05,https://cdna.pcpartpicker.com/static/forever/images/product/71a63db2267f43304efa03516e480eb1.256p.jpg,Full,,ATX,White,ATX 3.x
Gigabyte UD850GM,850,105.7,80+ Gold,gigabyte  ud gm,B+,"Updated version of the P-GM. Decent overall performance, but component quality leaves a bit to be desired (especially the fan.)",101.03333333333333,https://cdna.pcpartpicker.com/static/forever/images/product/2fd893bbd3486b3f2878a98bb949e0bb.256p.jpg,Full,,ATX,Black,ATX 2.x
Cooler Master MWE Gold V2 ATX 3.1,750,105.83,80+ Gold,cooler master mwe v2 gold atx 3 1,B+,,139.5,https://m.media-amazon.com/images/I/51GrpeAiVhL.jpg,Full,,ATX,Black,ATX 2.x
SeaSonic Focus GX V4 ATX 3 (2024),750,105.89,80+ Gold,seasonic focus gx v4 atx 3 1,A-,"Black model has white line accents, compared to V3. Stupidly high inrush current, mediocre transient response, minor rails' OCP need tuning.",149.4,https://cdna.pcpartpicker.com/static/forever/images/product/95e33387277fc0fc6e46c69add179ba1.256p.jpg,Full,,ATX,White,ATX 3.x
Lian Li EDGE GOLD,750,105.89,80+ Gold,lian li edge eg gold,A,German bulk caps; dual-chamber L-shape design; modular inputs on the main PCB. 1000W and up models come with a USB/fan hub.,128.75,https://cdna.pcpartpicker.com/static/forever/images/product/a643cdaa74017b2c39223c6da5372477.256p.jpg,Full,,ATX,Black,ATX 3.x
Cougar GEX,850,105.89,80+ Gold,cougar gex 2024 atx 2 x,B*,,128.9,https://cdna.pcpartpicker.com/static/forever/images/product/5165fc9bed9c3c7e26eb2d882e5b274c.256p.jpg,Full,,ATX,Black,ATX 2.x
ENDORFY Supremo FM5,750,105.9,80+ Gold,endorfy supremo gold fm5,C,"Platform visually appears identical to the 916MC platform used in the SAMA XF, which died during OCP testing per LTT Labs . Proceed with caution.",128.55,https://m.media-amazon.com/images/I/41z7L-OwhBL.jpg,Full,,ATX,Black,ATX 2.x
Deepcool PN650M,650,106.09,80+ Gold,deepcool gamerstorm pn m,B,"Can come in white variants. Mediocre fan, no SCP on -12V rail.",88.76521739130435,https://cdna.pcpartpicker.com/static/forever/images/product/8b03bb34e6d924a14665d218bfa6802b.256p.jpg,Full,,ATX,Black,ATX 3.x
MSI MAG A850GL PCIE5,850,106.37,80+ Gold,msi mag a gl pcie5,B,"Solid electrical performance, let down by poorly tuned protections, mediocre transient response, and a low quality fan.",107.87368421052632,https://cdna.pcpartpicker.com/static/forever/images/product/79be60ce3783b8918a1c0940d3e4ff19.256p.jpg,Full,,ATX,Black,ATX 3.x
ENDORFY Supremo FM6,850,106.99,80+ Gold,endorfy supremo gold fm6,B-,The OCP and OPP triggering points are set way too high on all rails.,129.55,https://cdna.pcpartpicker.com/static/forever/images/product/089cae677a05ec17d24c85de9a616d6b.256p.jpg,Full,,ATX,Black,ATX 3.x
Asus TUF Gaming 850G,850,107.9,80+ Gold,asus tuf gold,B,12VHPWR to dual PCIE cable as well as a native 12VHPWR cable.,127.9,https://cdna.pcpartpicker.com/static/forever/images/product/4f699d87a43e3c59ea964a1bf230301c.256p.jpg,Full,,ATX,Black,ATX 3.x
MSI MAG A-GL PCIE5 II,1000,108.08,80+ Gold,msi mag a gl pcie5 ii,B+*,Sticker on unit is slightly different w/ yellow corner accents. All dimensions and specs are otherwise the same.,129.55,https://cdna.pcpartpicker.com/static/forever/images/product/f5e81b534007785a40d1bc850c6ace3d.256p.jpg,Full,,ATX,Black,ATX 3.x
Cooler Master MWE Gold V2 ATX 3.1,850,108.25,80+ Gold,cooler master mwe v2 gold atx 3 1,B+,,139.5,https://cdna.pcpartpicker.com/static/forever/images/product/03e5ba532e4454f11ab95b00f5b50276.256p.jpg,Full,,ATX,Black,ATX 2.x
Corsair RM750x (2024),750,108.9,,No Match,N/A,No Match Info,0,https://cdna.pcpartpicker.com/static/forever/images/product/e78e01bbb56c5608fe37fc45d2fcb2b5.256p.jpg,Full,,ATX,Black,N/A
Fractal Design Anode Bronze,750,108.99,80+ Bronze,fractal design anode bronze,C,,128.35,https://cdna.pcpartpicker.com/static/forever/images/product/2f21bc9f073ed77afbd6754e719572bc.256p.jpg,Semi,,ATX,Black,ATX 2.x
SHARKOON SilentStorm,500,109.0,80+ Gold,sharkoon silentstorm sfx gold,B,,114.7,https://m.media-amazon.com/images/I/41pfxZbEuKL.jpg,Full,,SFX,Black,ATX 2.x
Cooler Master MWE Bronze V2,750,109.0,80+ Bronze,cooler master mwe v2 bronze,B,,137.85,https://cdna.pcpartpicker.com/static/forever/images/product/c69f827e9fced5699ba7faaba6e73512.256p.jpg,No,,ATX,Black,ATX 2.x
Deepcool PK750D,750,109.0,80+ Bronze,deepcool gamerstorm pl d,C,"Subpar component quality, with highly set protections and OOS 3.3V transient response.",88.76521739130435,https://cdna.pcpartpicker.com/static/forever/images/product/b04e2893d39f59773304f88d85548e31.256p.jpg,No,,ATX,Black,ATX 3.x
Fractal Design Ion+ 2 Platinum,660,109.0,80+ Platinum,fractal design ion platinum plus 2,A,,128.2,https://cdna.pcpartpicker.com/static/forever/images/product/6cf1da0b9bcc00bfaddb61f82d60cb94.256p.jpg,Full,,ATX,Black,ATX 2.x
Fractal Design Ion+ 2 Platinum,560,109.0,80+ Platinum,fractal design ion platinum plus 2,A,,128.2,https://m.media-amazon.com/images/I/41EZifd2IfL.jpg,Full,,ATX,Black,ATX 2.x
Phanteks AMP GH,850,109.9,80+ Gold,phanteks amp gh gold,B,,128.75,https://cdna.pcpartpicker.com/static/forever/images/product/f9c9719417368c3b38df8587d03cfa12.256p.jpg,Full,,ATX,Black,ATX 3.x
Phanteks AMP GH,850,109.9,80+ Gold,phanteks amp gh gold,B,,128.75,https://cdna.pcpartpicker.com/static/forever/images/product/f25fd77acb728eb472d0546c627c4c54.256p.jpg,Full,,ATX,White,ATX 3.x
RAIJINTEK AMPERE,1000,109.9,80+ Platinum,raijintek ampere,B*,Just a guess. No internal shots.,128.8,https://m.media-amazon.com/images/I/41998+pxBSL.jpg,Full,,ATX,Black,ATX 3.x
SHARKOON Rebel P20 750,750,109.9,,No Match,N/A,No Match Info,0,https://cdna.pcpartpicker.com/static/forever/images/product/a39c9b21d04d4585f913a271db9d7169.256p.jpg,Full,,ATX,White,N/A
YEYIAN Pegasus,850,109.99,80+ Gold,No Match,N/A,No Match Info,0,https://cdna.pcpartpicker.com/static/forever/images/product/1f464dc6eee915d0d81eba560640aa8e.256p.jpg,Full,,ATX,Black,N/A
Chieftec ATMOS,850,110.31,80+ Gold,chieftec chieftronic atmos cpx fc,A-,Platform is well reviewed although no direct transient response data.,119.15,https://cdna.pcpartpicker.com/static/forever/images/product/45476457c285d909b4175520f11e9f8a.256p.jpg,Full,,ATX,Black,ATX 3.x
ADATA XPG Core Reactor II VE,650,110.46,80+ Gold,adata xpg core reactor ii ve,A,Costdown Core Reactor II,129.4,https://cdna.pcpartpicker.com/static/forever/images/product/fb99406bb7791688169b588444541639.256p.jpg,Full,,ATX,,ATX 3.x
PREYON Eagle Power Gaming,1000,110.73,80+ Gold,high power super gd,B+,Double ball bearing fan.,76.0409090909091,https://m.media-amazon.com/images/I/41Yo+D-brOL.jpg,Full,,ATX,Black,ATX 2.x
Gigabyte AORUS P GM,850,110.94,80+ Gold,gigabyte p gm rev 2 fixed,B-,"No external visual difference, PCB underwent slight revision, poor 3.3v transient response.",109.0,https://images-eu.ssl-images-amazon.com/images/I/51ebWZhy79L.jpg,Full,,ATX,Black / Silver,ATX 2.x
BitFenix Formula Gold 550,550,111.51,80+ Gold,bitfenix formula gold,A,"Design modified for multiple 12V rails: 3 on ≤550W, 4 on ≥650W",125.3,https://cdna.pcpartpicker.com/static/forever/images/product/313b10abf57f6786496030e128c00ab1.256p.jpg,No,,ATX,,ATX 2.x
ASRock Steel Legend SL-850G,850,111.9,80+ Gold,asrock steel legend sl g,A,"1000W model has poor transient response on 12V under 200% spike, other models mediocre. 850/1000W avail. in white.",124.85217391304349,https://cdna.pcpartpicker.com/static/forever/images/product/32248606cf6d469a056d08373860c535.256p.jpg,Full,,ATX,Black,ATX 3.x
Gigabyte UD1000GM PG5 V2,1000,111.9,80+ Gold,gigabyte  ud gm pg5 v2,C+,"Various issues including low PF, poor excursion response, and terrible vampire power suppression. OCP is set sky-high on the minor rails.",112.38333333333333,https://cdna.pcpartpicker.com/static/forever/images/product/b40b7d3ecee9d6a7356e9eadfe1c6b4c.256p.jpg,Full,,ATX,Black,ATX 3.x
ENDORFY Supremo FM6,1000,111.91,80+ Gold,endorfy supremo gold fm6,B-,The OCP and OPP triggering points are set way too high on all rails.,129.55,https://cdna.pcpartpicker.com/static/forever/images/product/9e8071018c0f52bc1f130bb94020d7e5.256p.jpg,Full,,ATX,Black,ATX 3.x
Cooler Master XG650 Plus,650,112.41,80+ Platinum,cooler master xg plus platinum,A+,"Built-in screen, ARGB fan, and digital fan control and monitoring via MasterPlus software.",103.71428571428571,https://m.media-amazon.com/images/I/51fremHYmTL.jpg,Full,,ATX,Black,ATX 2.x
Enermax Revolution D.F. X,850,112.76,80+ Gold,enermax revolution d f x,B,"Transient response doesn't quite make it A tier, no direct protections testing. 2023 batches suffered recalls due to leaking bearings.",128.7,https://cdna.pcpartpicker.com/static/forever/images/product/05d1c805529a808e9cf62f3329123bed.256p.jpg,Full,,ATX,Black,ATX 3.x
Deepcool GamerStorm PN1000M,1000,112.78,80+ Gold,deepcool gamerstorm pn m,B-,"OCP is set way too high on the minor rails, which led to failure of the unit during Aris' testing . Detier to B- unless verified fixed.",107.57209302325582,https://cdna.pcpartpicker.com/static/forever/images/product/797140e6db470731353f68321093eeb8.256p.jpg,Full,,ATX,Black,ATX 3.x
Gigabyte UD1000GM PG5 V2,1000,113.71,80+ Gold,gigabyte  ud gm pg5 v2,C+,"Various issues including low PF, poor excursion response, and terrible vampire power suppression. OCP is set sky-high on the minor rails.",112.38333333333333,https://cdna.pcpartpicker.com/static/forever/images/product/f5113ecbddfa5095ae3f40dc360fc7af.256p.jpg,Full,,ATX,White,ATX 3.x
Cougar GEX,650,113.85,80+ Gold,cougar gex 2024 atx 2 x,B*,,128.9,https://cdna.pcpartpicker.com/static/forever/images/product/486924cb82da500003fe82db5ace5c71.256p.jpg,Full,,ATX,Black,ATX 2.x
MSI MAG A1000GL PCIE5,1000,113.94,80+ Gold,msi mag a gl pcie5,B+,5V OCP malfunctioned under high temps; CSZ costdown with Chinese caps and inexpensive bridge rectifiers per Aris' testing .,105.57948717948719,https://cdna.pcpartpicker.com/static/forever/images/product/d341970c610a68f6188dd0c370743769.256p.jpg,Full,,ATX,Black,ATX 3.x
Lian Li SX0850P,850,114.07,80+ Platinum,lian li sx p,A,Good electrical performance and reasonably quiet for the category.,103.17407407407407,https://cdna.pcpartpicker.com/static/forever/images/product/e3c08f77a585a9654424333716f0c44e.256p.jpg,Full,,ATX,Black,ATX 3.x
NZXT C850 (2024),850,114.23,80+ Gold,nzxt c series gold atx 3 1 2024,A+,Available in black and white,110.68846153846154,https://cdna.pcpartpicker.com/static/forever/images/product/c0060ae80a7b71686da1ca92324d0f68.256p.jpg,Full,,ATX,Black,ATX 3.x
Corsair RM850e (2025),850,114.9,,No Match,N/A,No Match Info,0,https://cdna.pcpartpicker.com/static/forever/images/product/7d68ac724aae3cabe95f98de8df643ae.256p.jpg,Full,,ATX,White,N/A
Silverstone TX500-G,500,114.9,80+ Gold,No Match,N/A,No Match Info,0,https://cdna.pcpartpicker.com/static/forever/images/product/4d14c9693624095ceaf52d8afe50282d.256p.jpg,No,,TFX,Black,N/A
MSI MAG A850GL PCIE5,850,115.45,80+ Gold,msi mag a gl pcie5,B,"Solid electrical performance, let down by poorly tuned protections, mediocre transient response, and a low quality fan.",107.87368421052632,https://cdna.pcpartpicker.com/static/forever/images/product/eef1b2e0ab31f6cbcbe01d162f44b952.256p.jpg,Full,,ATX,White,ATX 3.x
Montech CENTURY II,1050,115.89,80+ Gold,montech century ii gold atx 3 1,A,"Good performance and noise profile. High inrush current. OPP and OCP on the minor rails need tuning. Functional, but set high.",129.9,https://cdna.pcpartpicker.com/static/forever/images/product/c04beca6c6820e5b4fe612ab1850b8cd.256p.jpg,Full,,ATX,Black,ATX 3.x
Lian Li EDGE GOLD,850,115.89,80+ Gold,lian li edge eg gold,A,German bulk caps; dual-chamber L-shape design; modular inputs on the main PCB. 1000W and up models come with a USB/fan hub.,128.75,https://cdna.pcpartpicker.com/static/forever/images/product/9a5971cefd086b73cf477e550aed363a.256p.jpg,Full,,ATX,Black,ATX 3.x
be quiet! Pure Power 12,1000,115.89,80+ Gold,be quiet pure power 12,B*,"85C bulk caps, rifle bearing fan, non-modular.",118.6,https://cdna.pcpartpicker.com/static/forever/images/product/158d0a5638c31a4f0783792c3737506a.256p.jpg,No,,ATX,Black,ATX 3.x
Aerocool Integrator Gold,1000,115.89,80+ Gold,aerocool integrator gold,B-,,128.45,https://cdna.pcpartpicker.com/static/forever/images/product/6210b920a85524639710a7bf88d69ae5.256p.jpg,Full,,ATX,Black,ATX 2.x
Montech TITAN PLA,750,115.89,80+ Platinum,montech titan platinum pla,A-,"Very good build quality and efficiency, but overall performance is dwarfed by the CWT-built Titan Gold.",129.3,https://cdna.pcpartpicker.com/static/forever/images/product/82e5b78b3a3350f267109a937680844e.256p.jpg,Full,,ATX,White,ATX 3.x
Silverstone DA750R-GMA,750,116.24,80+ Gold,silverstone decathlon da r gma,B+,Metallic colored Silverstone logo in the center of the fan grille. 3 year warranty.,110.08108108108108,https://cdna.pcpartpicker.com/static/forever/images/product/6324a4c4a9d28859f15256d25a2d4fb3.256p.jpg,Full,,ATX,Black,ATX 3.x
NZXT C1000 Core,1000,116.89,80+ Gold,nzxt c series gold core atx 3 1 2025,A,Excellent noise profile.,104.9,https://m.media-amazon.com/images/I/41DQWFmQQQL.jpg,Full,,ATX,Black,ATX 3.x
SeaSonic G12 GC,650,119.0,80+ Gold,seasonic g12 gc china only,B-,Internal shots confirm a costdown Core GC/Focus,128.8,https://cdna.pcpartpicker.com/static/forever/images/product/5b12d18257890988f837fa2cea774dc1.256p.jpg,No,,ATX,Black / Blue,ATX 2.x
Thermalright TG,1000,119.19,80+ Gold,thermalright tr tg,C*,550-1000W aren't properly reviewed. White variants have a different method of DC-DC conversion from black models. False efficiency certifications.,128.4,https://cdna.pcpartpicker.com/static/forever/images/product/1884524c518368bd5f25f1920a803e42.256p.jpg,Full,,ATX,Black,ATX 3.x
Thermalright TG,850,119.89,80+ Gold,thermalright tr tg,C*,550-1000W aren't properly reviewed. White variants have a different method of DC-DC conversion from black models. False efficiency certifications.,128.4,https://cdna.pcpartpicker.com/static/forever/images/product/2b3ce0b66499573fd3c1330978ff2aa8.256p.jpg,Full,,ATX,Black,ATX 3.x
Corsair RM850x (2024),850,119.9,,No Match,N/A,No Match Info,0,https://cdna.pcpartpicker.com/static/forever/images/product/1e3308cded9a7c92a8dba6b2be976bcc.256p.jpg,Full,,ATX,Black,N/A
be quiet! Pure Power 13 M,1000,119.9,80+ Gold,be quiet pure power 13 m,A,Excursion response in the 200% test could be better compared to other units in its class. Excellent noise profile.,119.7,https://m.media-amazon.com/images/I/51NcpqwxV1L.jpg,Full,,ATX,Black,ATX 3.x
Lian Li EDGE GOLD,850,119.9,80+ Gold,lian li edge eg gold,A,German bulk caps; dual-chamber L-shape design; modular inputs on the main PCB. 1000W and up models come with a USB/fan hub.,128.75,https://cdna.pcpartpicker.com/static/forever/images/product/f3d49f21c4bbc671af07e2be31f23b94.256p.jpg,Full,,ATX,White,ATX 3.x
KOLINK Regulator,850,119.9,80+ Gold,kolink regulator,B+*,Platform is well reviewed but nothing regarding electrical performance or protections data are out.,128.3,https://cdna.pcpartpicker.com/static/forever/images/product/4f1f00d5a39a77d4f345c22a42556673.256p.jpg,Full,,ATX,Black,ATX 3.x
RAIJINTEK CRATOS,1000,119.9,80+ Gold,raijintek cratos,A,,128.3,https://cdna.pcpartpicker.com/static/forever/images/product/11ebbe12445bc950324a6dbdb8f60d8a.256p.jpg,Full,,ATX,White,ATX 3.x
Gigabyte UD1000GM PG5,1000,119.96,80+ Gold,gigabyte p gm,C*,"Allegedly not affected by the bad FET design, however, no proper testing exists to confirm this.",103.3404761904762,https://cdna.pcpartpicker.com/static/forever/images/product/c84118960c20f8774ce1496513c2f98a.256p.jpg,Full,,ATX,Black,ATX 2.x
